LEAID,LEA_NAME,SCHID,SCH_NAME,CITY,COMBOKEY,NMCNTY,LOCALE,LAT,LON
602173,Feaster (Mae L.) Charter District,858,Feaster (Mae L.) Charter,Chula Vista,60217300858,San Diego County,11,32.642065,-117.096907
602174,iLead Agua Dulce District,14324,iLead Agua Dulce,Agua Dulce,60217414324,Los Angeles County,41,34.487756,-118.332441
602175,Allegiance STEAM Academy - Thrive District,14235,Allegiance STEAM Academy - Thrive,Chino,60217514235,San Bernardino County,13,34.015961,-117.676819
602176,Alliance Gertz-Ressler Richard Merkin 6-12 Complex District,10851,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,Los Angeles,60217610851,Los Angeles County,11,34.03651,-118.282879
602177,Blue Oak Charter District,8682,Blue Oak Charter,Chico,60217708682,Butte County,12,39.753353,-121.868982
602178,Goethe International Charter District,12215,Goethe International Charter,Los Angeles,60217812215,Los Angeles County,11,33.98708,-118.419309
602180,School of Arts and Enterprise District,11207,School of Arts and Enterprise,Pomona,60218011207,Los Angeles County,21,34.060236,-117.75056
602181,Aveson Global Leadership Academy District,12028,Aveson Global Leadership Academy,Altadena,60218112028,Los Angeles County,21,34.1985,-118.15844
602182,PUC Comm CHRTR Mid & PUC Comm CHRTR Early College High DIST,8027,PUC Comm Charter Mid and PUC Comm Charter Early College High,Lake View Terrace,60218208027,Los Angeles County,11,34.279855,-118.382648
602183,Growth Public District,14124,Growth Public,Sacramento,60218314124,Sacramento County,21,38.56223,-121.3531
602184,KIPP Navigate College Prep District,14282,KIPP Navigate College Prep,San Jose,60218414282,Santa Clara County,11,37.346058,-121.806249
602185,King-Chavez Community High District,12195,King-Chavez Community High,San Diego,60218512195,San Diego County,11,32.71865,-117.16263
602186,Citizens of the World Charter School Mar Vista District,13088,Citizens of the World Charter School Mar Vista,Los Angeles,60218613088,Los Angeles County,11,34.031977,-118.442633
602187,Animo Compton Charter District,14269,Animo Compton Charter,Los Angeles,60218714269,Los Angeles County,21,33.911106,-118.271082
602188,Paseo Grande Charter District,13882,Paseo Grande Charter,Sacramento,60218813882,Sacramento County,11,38.663046,-121.44697
602189,Para Los Ni?os - Evelyn Thurman Gratts Primary District,12616,Para Los Ni?os - Evelyn Thurman Gratts Primary,Los Angeles,60218912616,Los Angeles County,11,34.056079,-118.264098
602190,Alliance Susan and Eric Smidt Technology High District,12817,Alliance Susan and Eric Smidt Technology High,Los Angeles,60219012817,Los Angeles County,11,34.072208,-118.220433
602191,Rocketship Los Suenos Academy District,12478,Rocketship Los Suenos Academy,San Jose,60219112478,Santa Clara County,11,37.344465,-121.85255
602192,East Bay Innovation Academy District,13735,East Bay Innovation Academy,Oakland,60219213735,Alameda County,11,37.746032,-122.141364
602193,Ventura Charter School of Arts and Global Education District,11829,Ventura Charter School of Arts and Global Education,Ventura,60219311829,Ventura County,12,34.301183,-119.291359
602194,Magnolia Science Academy 3 District,12010,Magnolia Science Academy 3,Carson,60219412010,Los Angeles County,13,33.84912,-118.251
602196,Aspire Slauson Academy Charter District,12950,Aspire Slauson Academy Charter,Los Angeles,60219612950,Los Angeles County,11,33.98717,-118.274751
602197,Santa Ynez Valley Charter District,10398,Santa Ynez Valley Charter,Santa Ynez,60219710398,Santa Barbara County,32,34.61674,-120.083
602199,Life Source International Charter District,12650,Life Source International Charter,Lancaster,60219912650,Los Angeles County,21,34.688284,-118.137277
602200,Intellectual Virtues Academy of Long Beach District,13471,Intellectual Virtues Academy of Long Beach,Long Beach,60220013471,Los Angeles County,11,33.82301,-118.18724
602201,Grove District,8292,Grove,Redlands,60220108292,San Bernardino County,13,34.053607,-117.216678
602202,TEACH Academy of Technologies District,12622,TEACH Academy of Technologies,Los Angeles,60220212622,Los Angeles County,11,33.94378,-118.30932
602203,North County Trade Tech High District,11970,North County Trade Tech High,Vista,60220311970,San Diego County,21,33.21301,-117.25526
602204,River Montessori Elementary Charter District,12549,River Montessori Elementary Charter,Petaluma,60220412549,Sonoma County,41,38.22606,-122.58675
602205,Magnolia Science Academy 6 District,12322,Magnolia Science Academy 6,Los Angeles,60220512322,Los Angeles County,11,34.04581,-118.317291
602206,Granada Hills Charter District,3050,Granada Hills Charter,Granada Hills,60220603050,Los Angeles County,11,34.261475,-118.52446
602207,Elite Academic Academy - Lucerne District,14250,Elite Academic Academy - Lucerne,Temecula,60220714250,Riverside County,12,33.500296,-117.161076
602208,Oakland Charter Academy District,2893,Oakland Charter Academy,Oakland,60220802893,Alameda County,11,37.77517,-122.21318
602209,Mojave River Academy - Oro Grande District,14262,Mojave River Academy - Oro Grande,Victorville,60220914262,San Bernardino County,21,34.50739,-117.39243
602210,Kinetic Academy District,14050,Kinetic Academy,Huntington Beach,60221014050,Orange County,21,33.67629,-117.99014
602211,Helix High District,2023,Helix High,La Mesa,60221102023,San Diego County,21,32.754868,-117.037595
602212,Aspire Lionel Wilson College Preparatory Academy District,10459,Aspire Lionel Wilson College Preparatory Academy,Oakland,60221210459,Alameda County,11,37.729507,-122.179891
602213,WISH Community District,14196,WISH Community,Los Angeles,60221314196,Los Angeles County,11,33.9682,-118.40494
602214,Pivot Charter School Riverside District,14240,Pivot Charter School Riverside,Corona,60221414240,Riverside County,12,33.89039,-117.56465
602215,Da Vinci RISE High District,14355,Da Vinci RISE High,El Segundo,60221514355,Los Angeles County,21,33.907393,-118.341508
602216,Harvest Ridge Cooperative Charter District,12790,Harvest Ridge Cooperative Charter,Newcastle,60221612790,Placer County,41,38.87353,-121.136088
602217,ACE Empower Academy District,12198,ACE Empower Academy,San Jose,60221712198,Santa Clara County,11,37.34846,-121.84351
602218,PREPA TEC - Los Angeles District,13348,PREPA TEC - Los Angeles,Huntington Park,60221813348,Los Angeles County,21,33.966437,-118.230577
602219,Animo Watts College Preparatory Academy District,11640,Animo Watts College Preparatory Academy,Los Angeles,60221911640,Los Angeles County,21,33.918038,-118.264132
602221,Alpha: Blanca Alvarado District,12989,Alpha: Blanca Alvarado,San Jose,60222112989,Santa Clara County,11,37.326597,-121.835143
602222,Summit Public School: Tahoma District,12625,Summit Public School: Tahoma,San Jose,60222212625,Santa Clara County,11,37.25332,-121.819895
602225,Sherman Thomas STEM Academy District,14101,Sherman Thomas STEM Academy,Madera,60222514101,Madera County,13,36.984439,-120.066255
602226,Ocean Charter District,10833,Ocean Charter,Los Angeles,60222610833,Los Angeles County,11,33.984167,-118.427567
602227,American Indian Public High District,11563,AIMS College Prep High School,Oakland,60222711563,Alameda County,11,37.811395,-122.248763
602228,Synergy Charter Academy District,10846,Synergy Charter Academy,Los Angeles,60222810846,Los Angeles County,11,34.014047,-118.259976
602229,Everest Public High District,12395,Everest Public High,Redwood City,60222912395,San Mateo County,21,37.473597,-122.204194
602230,YouthBuild Charter School of California District,12197,YouthBuild Charter School of California,Los Angeles,60223012197,Los Angeles County,11,34.03212,-118.266141
602231,Collegiate Charter High School of Los Angeles District,13851,Collegiate Charter High School of Los Angeles,Los Angeles,60223113851,Los Angeles County,11,34.027172,-118.193248
602232,High Tech Middle Mesa District,14427,High Tech Middle Mesa,San Diego,60223214427,San Diego County,11,32.815564,-117.181799
602233,University Preparatory Academy Charter District,12016,University Preparatory Academy Charter,San Jose,60223312016,Santa Clara County,11,37.291038,-121.87394
602234,Ross Valley Charter District,14064,Ross Valley Charter,Fairfax,60223414064,Marin County,21,37.98972,-122.590391
602235,Oscar De La Hoya Animo Charter High District,11313,Oscar De La Hoya Animo Charter High,Los Angeles,60223511313,Los Angeles County,11,34.02321,-118.20342
602236,Mission Preparatory District,12768,Mission Preparatory,San Francisco,60223612768,San Francisco County,11,37.75522,-122.40886
602237,Camino Nuevo Charter Academy District,8508,Camino Nuevo Charter Academy,Los Angeles,60223708508,Los Angeles County,11,34.055536,-118.273602
602238,Hayward Twin Oaks Montessori Charter District,13531,Hayward Twin Oaks Montessori School,Hayward,60223813531,Alameda County,21,37.6726,-122.0983
602239,Wildflower Open Classroom District,12755,Wildflower Open Classroom,Chico,60223912755,Butte County,12,39.75835,-121.842015
602240,Kipp Prize Preparatory Academy District,13778,Kipp Prize Preparatory Academy,San Jose,60224013778,Santa Clara County,11,37.337856,-121.839923
602241,ISANA Octavia Academy District,12782,ISANA Octavia Academy,Los Angeles,60224112782,Los Angeles County,11,34.116096,-118.240912
602242,Fenton Primary Center District,12019,Fenton Primary Center,Pacoima,60224212019,Los Angeles County,11,34.27646,-118.40344
602243,Orange County Academy of Sciences and Arts District,688,Orange County Academy of Sciences and Arts,Laguna Niguel,60224300688,Orange County,21,33.53669,-117.69629
602244,Great Valley Academy - Salida District,12945,Great Valley Academy - Salida,Modesto,60224412945,Stanislaus County,21,37.724205,-121.07838
602245,Orange County Educational Arts Academy District,10992,Orange County Educational Arts Academy,Santa Ana,60224510992,Orange County,11,33.752618,-117.869165
602246,Sierra Foothill Charter District,13041,Sierra Foothill Charter,Catheys Valley,60224613041,Mariposa County,42,37.42374,-120.101308
602247,Guajome Learning Center District,12930,Guajome Learning Center,Vista,60224712930,San Diego County,21,33.229582,-117.249502
602248,Audeo Charter School III District,14228,Audeo Charter School III,Escondido,60224814228,San Diego County,21,33.071596,-117.065668
602249,Para Los Ni?os Charter District,10526,Para Los Ni?os Charter,Los Angeles,60224910526,Los Angeles County,11,34.035182,-118.237041
602251,Downtown College Preparatory Middle District,13738,Downtown College Preparatory Middle,San Jose,60225113738,Santa Clara County,11,37.31614,-121.87308
602252,Dixon Montessori Charter District,11473,Dixon Montessori Charter,Dixon,60225211473,Solano County,31,38.44876,-121.83213
602253,Chrysalis Charter District,11800,Chrysalis Charter,Palo Cedro,60225311800,Shasta County,41,40.561241,-122.241781
602254,Magnolia Science Academy 7 District,12235,Magnolia Science Academy 7,Northridge,60225412235,Los Angeles County,11,34.221647,-118.534031
602255,Discovery Charter Preparatory #2 District,11889,Discovery Charter Preparatory School #2,Sylmar,60225511889,Los Angeles County,11,34.318989,-118.424839
602256,Valiente College Preparatory Charter District,13895,Valiente College Preparatory Charter,South Gate,60225613895,Los Angeles County,21,33.95476,-118.20696
602257,Animo Pat Brown District,10849,Animo Pat Brown,Los Angeles,60225710849,Los Angeles County,21,33.96395,-118.242603
602258,Coastal Academy Charter District,14145,Coastal Academy Charter,Oceanside,60225814145,San Diego County,21,33.207426,-117.29272
602259,KIPP Heritage Academy District,13763,KIPP Heritage Academy,San Jose,60225913763,Santa Clara County,11,37.286825,-121.832845
602260,Sonoma Charter District,4112,Sonoma Charter,Sonoma,60226004112,Sonoma County,31,38.322439,-122.488091
602261,John Adams Academy - Roseville District,12569,John Adams Academy - Roseville,Roseville,60226112569,Placer County,12,38.753768,-121.26631
602262,Aspire Firestone Academy Charter District,12761,Aspire Firestone Academy Charter,South Gate,60226212761,Los Angeles County,21,33.951793,-118.189315
602263,ICEF Innovation Los Angeles Charter District,12194,ICEF Innovation Los Angeles Charter,Los Angeles,60226312194,Los Angeles County,11,33.997377,-118.291876
602264,Montague Charter Academy District,3194,Montague Charter Academy,Pacoima,60226403194,Los Angeles County,11,34.244481,-118.415022
602265,CATCH Prep Charter High Inc. District,11312,CATCH Prep Charter High Inc.,Los Angeles,60226511312,Los Angeles County,11,34.00919,-118.32751
602266,Alliance Ouchi-O'Donovan 6-12 Complex District,11641,Alliance Ouchi-O'Donovan 6-12 Complex,Los Angeles,60226611641,Los Angeles County,11,33.993479,-118.322093
602267,Tree of Life Charter District,8521,Tree of Life Charter,Ukiah,60226708521,Mendocino County,33,39.167164,-123.207027
602268,Rocklin Academy Gateway District,13641,Rocklin Academy Gateway,Rocklin,60226813641,Placer County,21,38.80389,-121.29861
602269,Credo High District,12635,Credo High,Rohnert Park,60226912635,Sonoma County,21,38.321835,-122.681327
602270,Citizens of the World Charter School Silver Lake District,13114,Citizens of the World Charter School Silver Lake,Los Angeles,60227013114,Los Angeles County,11,34.069277,-118.275479
602271,Temecula International Academy District,14131,Temecula International Academy,Temecula,60227114131,Riverside County,21,33.546466,-117.125722
602272,Tomorrow's Leadership Collaborative (TLC) Charter District,14331,Tomorrow's Leadership Collaborative (TLC) Charter,Orange,60227214331,Orange County,12,33.794463,-117.841227
602274,Cabrillo Point Academy District,13913,Cabrillo Point Academy,Poway,60227413913,San Diego County,13,32.939953,-117.030136
602275,McGill School of Success District,5339,McGill School of Success,San Diego,60227505339,San Diego County,11,32.72512,-117.129644
602276,KIPP Bridge Academy District,11935,KIPP Bridge Academy,Oakland,60227611935,Alameda County,11,37.810199,-122.27924
602277,ArchitectureConstruction & Engineer CHTR High(ACE) District,12465,Architecture Construction & Engineering Charter High (ACE),Camarillo,60227712465,Ventura County,13,34.206266,-119.07449
602278,Twin Rivers Charter District,11519,Twin Rivers Charter,Yuba City,60227811519,Sutter County,13,39.164292,-121.623934
602279,Alliance Renee and Meyer Luskin Academy High District,12848,Alliance Renee and Meyer Luskin Academy High,Los Angeles,60227912848,Los Angeles County,11,33.976628,-118.325831
602280,King-Chavez Arts and Athletics Academy District,11390,King-Chavez Arts and Athletics Academy,San Diego,60228011390,San Diego County,11,32.709802,-117.126723
602281,Yosemite-Wawona Elementary Charter District,13800,Yosemite-Wawona Elementary Charter,Wawona,60228113800,Mariposa County,43,37.54485,-119.64805
602282,Valley Charter High District,8409,Valley College High,Modesto,60228208409,Stanislaus County,12,37.664175,-121.042599
602284,OCSA District,8546,OCSA,Santa Ana,60228408546,Orange County,11,33.753875,-117.867918
602285,SAVA - Sacramento Academic and Vocational Academy District,11951,SAVA - Sacramento Academic and Vocational Academy,Sacramento,60228511951,Sacramento County,21,38.64625,-121.48892
602286,Rocketship Delta Prep District,14366,Rocketship Delta Prep,Antioch,60228614366,Contra Costa County,21,38.00585,-121.79716
602287,Summit Preparatory Charter High District,11981,Summit Preparatory Charter High,Redwood City,60228711981,San Mateo County,13,37.486773,-122.210203
602288,Elite Academic Academy - Mountain Empire District,14348,Elite Academic Academy - Mountain Empire,Temecula,60228814348,Riverside County,12,33.500296,-117.161076
602289,Alliance Tennenbaum Family Technology High District,12572,Alliance Tennenbaum Family Technology High,Los Angeles,60228912572,Los Angeles County,11,34.102979,-118.239385
602290,Discovery Charter District,2633,Discovery Charter,Chula Vista,60229002633,San Diego County,11,32.64186,-117.01632
602291,Academia Avance Charter District,10895,Academia Avance Charter,Highland Park,60229110895,Los Angeles County,11,34.107778,-118.19825
602292,Oakland Unity High District,1,Oakland Unity High,,60229200001,,,,
602292,Oakland Unity High District,2,Oakland Unity Middle School,,60229200002,,,,
602292,Oakland Unity High District,11351,Oakland Unity High,Oakland,60229211351,Alameda County,11,37.77383,-122.18458
602293,Da Vinci Connect District,13702,Da Vinci Connect,Hawthorne,60229313702,Los Angeles County,21,33.919336,-118.375083
602294,San Diego Mission Academy District,14433,San Diego Mission Academy,San Diego,60229414433,San Diego County,11,32.83587,-117.123827
602295,Baypoint Preparatory Academy - San Diego District,14247,Baypoint Preparatory Academy - San Diego,San Marcos,60229514247,San Diego County,21,33.138598,-117.150055
602296,Long Valley District,9067,Long Valley,Doyle,60229609067,Lassen County,42,40.045701,-120.123186
602297,New Millennium Secondary District,12253,New Millennium Secondary,Gardena,60229712253,Los Angeles County,11,33.867695,-118.295449
602298,Sparrow Academy District,14132,Sparrow Academy,La Mesa,60229814132,San Diego County,21,32.756092,-117.012789
602299,Blue Oak Academy District,14157,Blue Oak Academy,Visalia,60229914157,Tulare County,41,36.299375,-119.242323
602300,ICEF View Park Preparatory Middle District,10530,ICEF View Park Preparatory Middle,Los Angeles,60230010530,Los Angeles County,11,33.994506,-118.331256
602301,Savant Preparatory Academy of Business District,14293,Savant Preparatory Academy of Business,San Bernardino,60230114293,San Bernardino County,12,34.145711,-117.247419
602302,Holly Drive Leadership Academy District,8306,Holly Drive Leadership Academy,San Diego,60230208306,San Diego County,11,32.722722,-117.091953
602303,Sacramento Charter High District,11190,Sacramento Charter High,Sacramento,60230311190,Sacramento County,11,38.556501,-121.466809
602304,Paradise Charter Middle District,4403,Paradise Charter Middle,Paradise,60230404403,Butte County,31,39.773296,-121.597659
602305,California Montessori Project - Capitol Campus District,11732,California Montessori Project - Capitol Campus,Sacramento,60230511732,Sacramento County,11,38.553699,-121.399535
602306,Shasta Charter Academy District,8391,Shasta Charter Academy,Redding,60230608391,Shasta County,13,40.57618,-122.37262
602307,Animo City of Champions Charter High District,14151,Animo City of Champions Charter High,Inglewood,60230714151,Los Angeles County,21,33.952524,-118.325036
602308,W.E.B. DuBois Public Charter District,8472,W.E.B. DuBois Public Charter,Fresno,60230808472,Fresno County,11,36.706236,-119.800537
602309,Inland Leaders Charter District,11884,Inland Leaders Charter,Yucaipa,60230911884,San Bernardino County,21,34.028958,-117.038336
602310,Alum Rock Union Elementary,106,Aptitud Community Academy at Goss,San Jose,60231000106,Santa Clara County,11,37.35,-121.8319
602311,Opportunities for Learning - Capistrano District,11221,Opportunities for Learning - Capistrano,San Juan Capistrano,60231111221,Orange County,21,33.498069,-117.659584
602312,Rocklin Academy District,8762,Rocklin Academy,Rocklin,60231208762,Placer County,21,38.80289,-121.287302
602313,Excelsior Charter District,5058,Excelsior Charter,Victorville,60231305058,San Bernardino County,21,34.473265,-117.266675
602314,River Charter Schools Lighthouse Charter District,13849,River Charter Schools Lighthouse Charter,West Sacramento,60231413849,Yolo County,13,38.592382,-121.536934
602315,Wonderful College Prep Academy District,12450,Wonderful College Prep Academy,Delano,60231512450,Kern County,41,35.78434,-119.212175
602316,California Virtual Academy @ Sonoma District,11478,California Virtual Academy @ Sonoma,Simi Valley,60231611478,Ventura County,22,34.275884,-118.797998
602317,Citrus Springs Charter District,14034,Citrus Springs Charter,Santa Ana,60231714034,Orange County,11,33.764921,-117.85065
602318,Learning for Life Charter District,10560,Learning for Life Charter,Marina,60231810560,Monterey County,41,36.673484,-121.764393
602319,Magnolia Science Academy 2 District,11842,Magnolia Science Academy 2,Van Nuys,60231911842,Los Angeles County,11,34.187102,-118.506941
602320,Hollister Prep District,13525,Hollister Prep,Hollister,60232013525,San Benito County,32,36.847721,-121.411362
602321,Aspen Meadow Public District,14004,Aspen Meadow Public,Fresno,60232114004,Fresno County,11,36.7884,-119.79432
602322,Stella Elementary Charter Academy District,14281,Stella Elementary Charter Academy,Los Angeles,60232214281,Los Angeles County,11,34.031573,-118.352315
602323,Learning Choice Academy District,11139,Learning Choice Academy,San Diego,60232311139,San Diego County,11,32.911816,-117.111238
602324,Design Tech High District,13774,Design Tech High,Redwood City,60232413774,San Mateo County,13,37.532718,-122.263826
602325,James Jordan Middle District,10893,James Jordan Middle,Winnetka,60232510893,Los Angeles County,11,34.21447,-118.5721
602326,Entrepreneur High District,14321,Entrepreneur High,Highland,60232614321,San Bernardino County,21,34.134885,-117.222551
602328,California Pacific Charter - San Diego District,13918,California Pacific Charter - San Diego,Newport Beach,60232813918,Orange County,13,33.666051,-117.869677
602330,Pivot Charter School - North Bay District,14244,Pivot Charter School - North Bay,Santa Rosa,60233014244,Sonoma County,12,38.466,-122.728788
602331,Community Roots Academy District,12651,Community Roots Academy,Laguna Niguel,60233112651,Orange County,21,33.535847,-117.696169
602333,Woodward Leadership Academy District,13063,Woodward Leadership Academy,San Bernardino,60233313063,San Bernardino County,12,34.120975,-117.3268
602334,Roseland Charter District,11178,Roseland Charter,Santa Rosa,60233411178,Sonoma County,12,38.42072,-122.735188
602335,Aspire Juanita Tate Academy Charter District,12967,Aspire Juanita Tate Academy Charter,Los Angeles,60233512967,Los Angeles County,11,33.98717,-118.274751
602336,Contra Costa School of Performing Arts District,14059,Contra Costa School of Performing Arts,Walnut Creek,60233614059,Contra Costa County,13,37.930362,-122.02454
602337,Peak to Peak Mountain Charter District,13690,Peak to Peak Mountain Charter,Pine Mountain Club,60233713690,Kern County,43,34.857345,-119.209627
602338,Northern Summit Academy Shasta District,13799,Northern Summit Academy Shasta,Anderson,60233813799,Shasta County,22,40.449774,-122.292343
602339,HomeTech Charter District,4345,HomeTech Charter,Paradise,60233904345,Butte County,31,39.756518,-121.626318
602340,one.Charter District,12462,one.Charter,Stockton,60234012462,San Joaquin County,11,37.909191,-121.23248
602341,High Tech High Mesa District,14220,High Tech High Mesa,San Diego,60234114220,San Diego County,11,32.815564,-117.181799
602342,Clayton Valley Charter High District,3940,Clayton Valley Charter High,Concord,60234203940,Contra Costa County,21,37.949703,-121.969046
602343,Adelante Charter District,8628,Adelante Charter,Santa Barbara,60234308628,Santa Barbara County,13,34.424776,-119.679049
602344,Animo Jefferson Charter Middle District,12690,Animo Jefferson Charter Middle,Los Angeles,60234412690,Los Angeles County,11,34.0127,-118.2439
602345,Ednovate - USC Hybrid High College Prep District,13094,Ednovate - USC Hybrid High College Prep,Los Angeles,60234513094,Los Angeles County,11,34.013743,-118.29185
602346,Oakland Unity Middle District,13887,Oakland Unity Middle,Oakland,60234613887,Alameda County,11,37.7592,-122.190749
602348,SAVA- Sacramento ACAD and Vocational Academy- SCUSD District,14224,SAVA - Sacramento Academic and Vocational Academy - SCUSD,Sacramento,60234814224,Sacramento County,11,38.527218,-121.410315
602350,e3 Civic High District,13288,e3 Civic High,San Diego,60235013288,San Diego County,11,32.708843,-117.154241
602351,Para Los Ni?os Middle District,12361,Para Los Ni?os Middle,Los Angeles,60235112361,Los Angeles County,11,34.035522,-118.247791
602352,Team Charter Academy District,14076,Team Charter Academy,Stockton,60235214076,San Joaquin County,11,37.953485,-121.283466
602353,Visions In Education District,8283,Visions In Education,Carmichael,60235308283,Sacramento County,21,38.60923,-121.34692
602354,California Pacific Charter- Los Angeles District,13904,California Pacific Charter - Los Angeles,Newport Beach,60235413904,Orange County,13,33.666051,-117.869677
602356,Lighthouse Community Charter High District,10726,Lighthouse Community Charter High,Oakland,60235610726,Alameda County,11,37.73606,-122.19562
602357,Connect Community Charter District,13060,Connect Community Charter,Redwood City,60235713060,San Mateo County,21,37.478296,-122.205706
602358,Manzanita Middle District,8692,Manzanita Middle,Richmond,60235808692,Contra Costa County,21,37.936644,-122.337502
602359,Options for Youth-Victorville Charter District,2619,Options for Youth-Victorville Charter,Victorville,60235902619,San Bernardino County,21,34.471019,-117.355012
602361,Academia Moderna District,12455,Academia Moderna,Walnut Park,60236112455,Los Angeles County,21,33.96657,-118.229797
602362,Alliance Patti & Peter Neuwirth Leadership Academy District,11632,Alliance Patti And Peter Neuwirth Leadership Academy,Los Angeles,60236211632,Los Angeles County,11,34.00141,-118.27373
602363,Great Valley Academy District,12249,Great Valley Academy,Modesto,60236312249,Stanislaus County,12,37.685015,-121.011395
602364,Darnall Charter District,1220,Darnall Charter,San Diego,60236401220,San Diego County,11,32.746997,-117.066966
602365,Mountain Home Charter (Alternative) District,10251,Mountain Home Charter (Alternative),Oakhurst,60236510251,Madera County,32,37.348392,-119.641202
602366,JCS - Pine Valley District,14333,JCS - Pine Valley,Pine Valley,60236614333,San Diego County,42,32.82199,-116.5286
602367,Aspire APEX Academy District,12659,Aspire APEX Academy,Stockton,60236712659,San Joaquin County,11,37.958665,-121.28425
602368,ICEF Vista Elementary Academy District,12222,ICEF Vista Elementary Academy,Los Angeles,60236812222,Los Angeles County,11,33.9946,-118.418951
602369,KIPP Sol Academy District,13005,KIPP Sol Academy,Los Angeles,60236913005,Los Angeles County,21,34.040179,-118.161378
602370,Alvina Elementary,127,Alvina Elementary Charter,Caruthers,60237000127,Fresno County,42,36.554114,-119.796111
602371,Heritage Peak Charter District,11073,Heritage Peak Charter,Rio Linda,60237111073,Sacramento County,21,38.689884,-121.451107
602372,Imagine Schools Riverside County District,12985,Imagine Schools Riverside County,Coachella,60237212985,Riverside County,21,33.67932,-116.20637
602374,Health Sciences High District,12179,Health Sciences High and Middle College,San Diego,60237412179,San Diego County,11,32.750005,-117.110047
602375,Empower Charter District,13803,Empower Language Academy,San Diego,60237513803,San Diego County,11,32.772253,-117.179714
602376,Aspire Benjamin Holt College Preparatory Academy District,11341,Aspire Benjamin Holt College Preparatory Academy,Stockton,60237611341,San Joaquin County,11,38.037408,-121.27402
602377,Marconi Learning Academy District,14360,Marconi Learning Academy,Sacramento,60237714360,Sacramento County,21,38.61749,-121.40399
602378,Family Partnership Charter District,11789,Family Partnership Charter,Santa Maria,60237811789,Santa Barbara County,22,34.865926,-120.416933
602379,Rocketship Fuerza Community Prep District,13747,Rocketship Fuerza Community Prep,San Jose,60237913747,Santa Clara County,11,37.35763,-121.8422
602380,Russell Westbrook Why Not? Middle School,14033,Russell Westbrook Why Not? MS,Los Angeles,60238014033,Los Angeles County,11,33.998556,-118.308734
602381,COM Collaborative Virtual - Keppel Partnership ACAD District,14092,Sage Oak Charter School- Keppel,Redlands,60238114092,San Bernardino County,13,34.038341,-117.153714
602383,Carter G. Woodson Public Charter District,8697,Carter G. Woodson Public Charter,Fresno,60238308697,Fresno County,11,36.781069,-119.768568
602384,KIPP Academy of Innovation District,13691,KIPP Academy of Innovation,Los Angeles,60238413691,Los Angeles County,21,34.018675,-118.182091
602385,Redding School of the Arts District,14024,Redding School of the Arts,Redding,60238514024,Shasta County,41,40.59566,-122.32225
602386,Diego Valley East Public Charter District,14301,Diego Valley East Public Charter,El Cajon,60238614301,San Diego County,21,32.80066,-116.93544
602387,Magnolia Science Academy San Diego District,11393,Magnolia Science Academy San Diego,San Diego,60238711393,San Diego County,11,32.792083,-117.087512
602388,California Connections Academy @ Ripon District,13152,California Connections Academy @ Ripon,Ripon,60238813152,San Joaquin County,23,37.74551,-121.134751
602389,Arts In Action Community Charter District,12683,Arts In Action Community Charter,Los Angeles,60238912683,Los Angeles County,21,34.032264,-118.155111
602390,San Jacinto Valley Academy District,7219,San Jacinto Valley Academy,San Jacinto,60239007219,Riverside County,22,33.794137,-116.960404
602392,Escuela Popular/CTR for TRN and Careers FAM Lrng District,11449,Escuela Popular/Center for Training and Careers Family Lrng,San Jose,60239211449,Santa Clara County,11,37.369387,-121.831777
602393,PUC Nueva Esperanza Charter Academy District,13947,PUC Nueva Esperanza Charter Academy,San Fernando,60239313947,Los Angeles County,21,34.287636,-118.438494
602395,Crescent View South II District,14204,Crescent View South II,Fresno,60239514204,Fresno County,11,36.80935,-119.870365
602396,Matrix for Success Academy District,14253,Matrix for Success Academy,Los Angeles,60239614253,Los Angeles County,11,34.012573,-118.257973
602397,New Horizons Charter Academy District,13684,New Horizons Charter Academy,North Hollywood,60239713684,Los Angeles County,11,34.17883,-118.38355
602398,Options for Youth San Gabriel District,7165,Options for Youth San Gabriel,San Gabriel,60239807165,Los Angeles County,21,34.10023,-118.11052
602399,OCS - South District,14352,OCS - South,Pasadena,60239914352,Los Angeles County,12,34.170774,-118.161632
602400,Inspire Charter School - North District,14025,Feather River Charter School,Meridian,60240014025,Sutter County,42,39.062855,-121.836938
602401,Trivium Charter District,12941,Trivium Charter,Santa Maria,60240112941,Santa Barbara County,12,34.9329,-120.42345
602403,Aspire Richmond Ca. College Preparatory Academy District,13890,Aspire Richmond Ca. College Preparatory Academy,Richmond,60240313890,Contra Costa County,21,37.977465,-122.326571
602405,Lazear Charter Academy District,4288,Lazear Charter Academy,Oakland,60240504288,Alameda County,11,37.776157,-122.231822
602406,Connecting Waters Charter School - Central Valley District,14327,Connecting Waters Charter School - Central Valley,Modesto,60240614327,Stanislaus County,12,37.666961,-120.954799
602407,Alliance Morgan McKinzie High District,12259,Alliance Morgan McKinzie High,Los Angeles,60240712259,Los Angeles County,21,34.035552,-118.187903
602408,Alma Fuerte Public District,14146,Laurie Keay,Altadena,60240814146,Los Angeles County,21,34.19768,-118.14865
602410,Discovery Charter II District,13640,Discovery Charter School - Falcon,San Jose,60241013640,Santa Clara County,11,37.23529,-121.847
602411,California Connections Academy@Central District,11819,California Connections Academy@Central,Alpaugh,60241111819,San Joaquin County,23,37.74551,-121.134751
